Frp;sørge for ett sikkerhetsnett for de som ikke kan klare seg selv ;Ja;Arbeidsvilkår ;pp;54
Frp;stille krav for tildeling av offentlige ytelser ;Ja;Arbeidsvilkår ;pp;54
Frp;stille krav om deltakelse i kvalifiseringsprogram eller annen aktivitet for mottakere av økonomisk sosialhjelp ;Ja;Arbeidsvilkår ;pp;54
Frp;innføre normerte satser for økonomisk sosialhjelp som er tilnærmet like over hele landet ;Nei ;Arbeidsvilkår ;pp;54
Frp;overføre det økonomiske ansvaret for økonomisk sosialhjelp til NAV/Staten;Nei ;Arbeidsvilkår ;pp;54
Frp;At det skal lønne seg å jobbe ;Ja;Arbeidsvilkår ;pp;54
Frp;opprette velferdskontorer der behovet til den enkelte definerer tiltakene ;Nei ;Arbeidsvilkår ;pp;54
A;Sikre likeverdige lønns- og arbeidsforhold for ansatte i private og kommunale barnehager.;Ja;ARBEIDSVILKÅR, BARNEHAGER;PP;18
A;Gå inn for reformer som gir arbeidstakerne mer tid til omsorg for sine barn og sine eldre, og redusert arbeidstid for enkelte arbeidstakere.;Ja;ARBEIDSVILKÅR, FAMILIE;PP;13
A;Motvirke kjønnsdelt arbeidsmarked ved kvotering og andre tiltak til utdanning, tilsetting og ledelse.;Ja;ARBEIDSVILKÅR, LIKESTILLING;PP;15
Frp;gjennomgå velferdsordningene for å forhindre misbruk;Ja;Arbeidsvilkår, Velferd ;pp;54
A;Legge til rette for en ordning hvor egne tillitsvalgte jobber spesielt med motivering og tilrettelegging av opplæring for ansatte.;Ja;ARBEIDSVILKÅR, VOKSENOPPLÆRING;PP;23
Frp;forebygge og dempe skadebivirkningene av arbeidsledighet ;Ja;Arbeidsvilkår,SYSSELSETTING ;pp;54
Frp;at alle norske borgere skal ha rett til yelser fra folketrygden ved behov;Nei ;ARBEIDSVILKÅR,TRYGDER;pp;56
Frp;at det skal skje en omfordeling gjennom folketrygden;Ja;ARBEIDSVILKÅR,TRYGDER;pp;56
Frp;at AFP skal bygge på den opprinnelige intensjonen ved at den ivaretar sliterne ;Ja;ARBEIDSVILKÅR,TRYGDER;pp;57
Frp;at ordningen utviden til også å omhandle de som ikke er bundet av en tariffavtale ;Nei ;ARBEIDSVILKÅR,TRYGDER;pp;57
Frp;at man ikke kan kombinere arbeid og AFP, derfor opprettes det et toleransebeløp. Overskridelse medfører avkorting av AFP (forkortet);Nei ;ARBEIDSVILKÅR,TRYGDER;pp;57
A;Beholde differensiert arbeidsgiveravgift.;Ja;AVGIFTER, DISTRIKTSPOLITIKK;PP;31
KrF;sikre alle barn rett til å kjenne sitt biologiske opphav og derfor fjerne pater-est-prinsippet;Nei;BARN;PP;14
Frp;At barnas rettigheter skal styrkes ;Ja ;BARN;pp ;43
A;Bedre oversikten over antall norske barn som til enhver tid oppholder seg i utlandet.;Ja;BARN;PP;38
A;Følge opp barn som har mangler i norskkunnskaper ved 4-årskontroll, samt deres foreldre.;Ja;BARN;PP;38
A;Gi domstolen en mulighet for å idømme delt bosted dersom det er barnets beste.;Ja;BARN;PP;38
Frp;likestilte godkjente omsorgsformer ;Ja ;BARN ;pp;43
Frp;at barneverntjenesten skal iverksette tiltak som er til barnets beste ;Ja ;BARN, BARNEVERN ;pp ;43
A;Gi tilskudd til nødvendige ombygginger av bolig med hensyn til barn med nedsatt funksjonsevne.;Ja;BARN, FUNKSJONSHEMMEDE;PP;38
KrF;etablere flere tilbud til barn som har vært utsatt for eller vitne til vold i familien;Ja;BARN, HELSEVESEN;PP;14
A;At barn med alvorlig syke foreldre må følges opp på en god måte i sykehusene og kommunene.;Ja;BARN, HELSEVESEN;PP;39
A;Gi tilbud om sommerskole, inkludert fritidsaktiviteter, for barn i områder med mange minoritetsspråklige familier.;Ja;BARN, INNVANDRERE;PP;38
A;Utvide ordningen med kulturkort for ungdom.;Ja;BARN, KULTUR;PP;52
A;At avlastningstilbud for familier med barn med spesielt krevende behov må bygges ut.;Ja;BARN, SOSIALVESEN;PP;38
A;At barn i familier som lever på sosialstønad skal ha selvstendig rett til aktivitetsutøvelse.;Ja;BARN, TRYGDER;PP;38
A;Innføre inntektsgraderte satser, søskenmoderasjon og samordning mellom betaling i barnehage og skolefritidsordning.;Nei;BARNEHAGE, SKOLER;PP;22
KrF;ha et fleksibelt barnehagetilbud, tilpasset familienes behov. Alle som ønsker det, skal få tilbud om barnehageplass;Ja;BARNEHAGER;PP;13
KrF;ha en grundig gjennomgang og drøfting av kvalitet i barnehagen for å få mer kunnskap og fokus på innholdet i barnehagetilbudet og øke rekrutteringen av førskolelærere;Ja;BARNEHAGER;PP;13
KrF;sikre likebehandling av kommunale og private barnehager. Det må etableres et statlig fastlagt finansieringssystem som sikrer reell økonomisk likebehandling av offentlige og private barnehager;Ja;BARNEHAGER;PP;13
KrF;gi gratis kjernetid i barnehagen for barn med ekstra språklige utfordringer;Nei;BARNEHAGER;PP;13
A;Innføre tilbud om førskole i barnehage for alle 5-åringer som ikke har barnehageplass.;Nei;BARNEHAGER;PP;18
A;Holde maksimalprisen for barnehager på et lavt nivå.;Ja;BARNEHAGER;PP;18
FrP;at dagens barnehagelov fornyes ;Nei ;BARNEHAGER ;PP ;43
FrP;At alle godkjente barnehager skal likebehandles av fra offentlige ;Ja ;BARNEHAGER ;pp;43
A;Arbeide for at flere menn ansettes i barnehagene.;Ja;BARNEHAGER ;PP;18
Frp;modernisere kontantstøtten ;Ja ;BARNEHAGER, FAMILIE;pp;43
A;Utdanne og rekruttere nok førskolelærere, sikre tilfredsstillende voksentetthet og styrke de øvrige ansattes kompetanse for å gi barnehagene bedre kvalitet. ;Ja;BARNEHAGER, HØYERE UTDANNING;PP;18
A;Tilby gratis kjernetid i barnehage for alle 3-5-åringer i områder med mange minoritetsspråklige, og utvide ordningen til flere områder enn i dag. Det er viktig å drive oppsøkende virksomhet for å øke bruken av tilbudet i målgruppen. ;Nei;BARNEHAGER, INNVANDRERE;PP;18
A;Legge til rette for å øke andelen ansatte med minoritetsbakgrunn i barnehage og skole.;Ja;BARNEHAGER, INNVANDRERE;PP;18
KrF;øke engangsstønaden ved fødsel til 2 G;Nei;BARNETRYGD;PP;13
KrF;øke adopsjonsstøtten til 2 G;Nei;BARNETRYGD;PP;13
KrF;styrke barnevernets muligheter til rask reaksjon og til å yte hjelp til så mange som mulig gjennom et mangfold av tiltak tidligst mulig og at barnevernet skal være sikret midler til oppfølging av bekymringsmeldinger;Ja;BARNEVERN;PP;14
KrF;lovfeste rett til ettervern for barn som barnevernet har hatt omsorg for frem til de fyller 23 år;Nei;BARNEVERN;PP;14
A;Ha en opptrappingsplan for styrking av barnevernet i kommunene gjennom kompetanseheving og å øke antall ansatte.;Ja;BARNEVERN;PP;37
A;Målrette atferdsprogrammer brukt i barnevernet, slik at de bedre kan brukes i familier med innvandrerbakgrunn.;Ja;BARNEVERN, INNVANDRERE;PP;38
A;Utvikle bibliotekene til kulturelle informasjons-, kunnskaps-, og kultursentre. Bibliotektjenester skal være gratis.;Ja;BIBLIOTEK OG LITTERATUR;PP;52
A;Styrke litteraturformidlingen ved blant annet innkjøpsordningene, og stimulere til leselyst blant unge.;Ja;BIBLIOTEK OG LITTERATUR, BARN;PP;52
KrF;stimulere til etablering av flere seniorboliger.;Ja;BOLIGSAKER;PP;28
A;Arbeide for at det offentlige stiller til rådighet rimelige tomter til boligbygging.;Ja;BOLIGSAKER;PP;46
A;At offentlige utleieboliger må bli en større del av boligmassen, blant annet for å sikre raskt boligtilbud til etterspurt arbeidskraft der den trengs.;Ja;BOLIGSAKER;PP;46
V;Derfor vil Venstre …Stille strengere  krav til energibruk og fleksible oppvarmingsløsninger i nybygg og ved større rehabiliteringer, slik at strømforbruket blir lavere enn 100 kwh/m2.;Nei;BOLIGSAKER, MILJØVERN, ENERGI;PP;12
V;"Derfor vil Venstre …Etablere gode støtteordninger for energieffektiviseringstiltak og energisparing i bedrifter og husholdninger.";Ja ;BOLIGSAKER, MILJØVERN, ENERGI;PP;12
A;Bygge minst 1000 studentboliger hvert år.;Nei;BOLIGSAKER, UTDANNING;pp;46
A;Arbeide videre for å avvikle den usosiale tomtefesteordningen ved å gi en bedre innløsingsrett til landets 350.000 tomtefestere.;Ja;BYGNINGSVESEN;PP;46
A;Underlegge alle festekontrakter konsumprisregulering.;Nei;BYGNINGSVESEN;PP;46
A;Innføre et forbud mot framtidige festekontrakter.;Nei;BYGNINGSVESEN;PP;46
A;Sette i gang et program for økt bygging av ikke-kommersielle utleieboliger og studentboliger.;Nei;BYGNINGSVESEN, UTDANNING;PP;46
A;Gjennomføre en omfattende demokratireform i Den norske kirke.;Ja;DEN NORSKE KIRKE;PP;53
A;Påbegynne arbeidet med en forvaltningsreform i kirken.;Ja;DEN NORSKE KIRKE ;PP;53
FrP;sikre 100 prosent finansiering av primæroppgavene [til kommunene] gjennom statlig stykkpris;Nei;DISTRIKTSPOLITIKK, KOMMUNENES ØKONOMI;PP;7
FrP;vil derfor gjennomføre en demokratireform basert på frivillige kommunesammenslutninger der det settes en viss minstenorm for kommuner som kan tillegges utvidede oppgaver;Ja;DISTRIKTSPOLITIKK, KOMMUNER;PP;7
A;Styrke det lokale kulturtilbudet ved å legge til rette for lokale kulturhus og styrke barne- og ungdomsorganisasjonene gjennom frifond.;Ja;DISTRIKTSPOLITIKK, KULTUR;PP;52
A;At saker skal behandles raskere i rettssystemet.;Ja;DOMSTOLER;PP;47
A;Erstatte juryen med en meddomsrett med tre fagdommere og seks lekdommere.;Nei;DOMSTOLER;PP;48
KrF;etablere en prøveordning med ungdomsdomstol.;Ja;DOMSTOLER, BARNEVERN;PP;27
FrP;opprette en forvaltningsdomstol;Nei;DOMSTOLER, STATSFORVALTNING;PP;7
KrF;at omsorgslønn for eldre og pleietrengende i hjemmet blir gjennomført i alle kommuner.;Nei;ELDREOMSORG;PP;16
KrF;innføre en verdighetsgaranti for eldreomsorgen.;Nei;ELDREOMSORG;PP;30
KrF;lovfeste eldresentre og innføre statlig stimuleringstilskudd til disse.;Nei;ELDREOMSORG;PP;30
KrF;gi statlig driftstilskudd til organisasjoner, som for eksempel ”Livsglede for eldre”, for å bidra til at slike aktiviteter tilbys over hele landet.;Nei;ELDREOMSORG;PP;30
A;Bygge eller gi tilsagn om bygging av minst 12.000 sykehjemsplasser eller heldøgns omsorgsplasser innen 2015.;Nei;ELDREOMSORG;PP;43
A;Sørge for en god og faglig sterk legetjeneste i omsorgsboliger og sykehjem.;Ja;ELDREOMSORG;PP;43
A;Øke valgfriheten i pleie- og omsorgstilbudene. De som mottar hjemmetjenester skal ha faste hjemmehjelpere, innflytelse på hvem som kommer hjem til seg og medbestemmelse over hva som skal utføres.;Ja;ELDREOMSORG;PP;43
A;Bedre tilbudet og lovfeste dagtilbud til demente.;Nei;ELDREOMSORG;PP;43
A;At institusjoner for eldre skal ha lokaler og betjening som kan ivareta behovet for aktivisering.;Ja;ELDREOMSORG;PP;43
A;Etablere tilskuddsordninger for eldresentre, besøkstjenester og andre former for møteplasser.;Ja;ELDREOMSORG;PP;43
A;Trekke inn frivillige organisasjoner, biblioteker og eldresentra for å gi eldre muligheter til å lære bruk av IKT.;Ja;ELDREOMSORG;PP;43
A;Gjøre mer aktiv bruk av eldrerådene.;Ja;ELDREOMSORG;PP;43
A;Styrke satsingen på kultur for eldre.;Ja;ELDREOMSORG;PP;43
A;Utvikle tilbudene med senioruniversiteter slik at flere pensjonister får tilgang til ny kunnskap.;Ja;ELDREOMSORG;PP;43
A;Legge til rette for at seniorer kan trappe arbeidet gradvis ned, og få til bedre kombinasjoner av trygd og pensjon.;Ja;ELDREOMSORG;PP;44
Frp;Bygge ut sykehjemskapasiteten i Norge slik at de som har behov for plass ;Ja;ELDREOMSORG ;pp;47
Frp;øke anntall sykehjemsplasser i utlandet til de som selv foretrekker det og som har nytte av et slikt opphold ;Nei ;ELDREOMSORG ;pp;47
Frp;la staten finansiere eldreomsorgen og gi private aktører mulighet til å konkurere mot offentlige tilbud (forkortet) ;Nei ;ELDREOMSORG ;pp;47
Frp;kommune skal ha ansvar for tilrettelegging av eldreomsorgen, når staten overtar finansieringsansvaret ;Ja;ELDREOMSORG ;pp;47
Frp;innføre et moderne aldershjemtilbud. Omsorg+ ;Ja ;ELDREOMSORG ;pp;47
Frp;innføre fritt brukervalg i hjemmehjelptjenesten og hjemmesykepleien, for muligheten til til å velge mellom tjenester (forkortet) ;Nei ;ELDREOMSORG ;pp;47
Frp;utarbeide juridiske rettigheter for de som har behov for å motta pleie- og omsorgstjenester ;Nei ;ELDREOMSORG ;pp;47
Frp;gjennomgå byråkratiet i eldreomsorgen for å vri ressurser over fra papirarbeid til å gi pleie og omsorg.;Ja;ELDREOMSORG ;pp;47
Frp;innføre en nasjonal omsorgslønnordning med normerte satser;Ja;ELDREOMSORG ;pp;47
Frp;gjennomgå lønns og arbeidsbetingelsene med sikte på å gjøre det mer attraktivt å jobbe i pleie-og omsorgssektoren ;Ja;ELDREOMSORG ;pp;47
Frp;stimulere til mer frivillighet i eldreomsorgen for å kunne gi et innholdsmessig enda bedre tilbud ;Ja;ELDREOMSORG ;pp;47
Frp;innføre eldreombudsordning i hele landet ;Nei ;ELDREOMSORG ;pp;47
KrF;bedre ordningen med omsorgslønn og avlastningstiltak for familiemedlemmer som selv utfører omsorgstjeneste.;Ja;ELDREOMSORG, FAMILIE;PP;30
A;At det som ledd i tilbudet til eldre legges til rette for et nært samspill med pårørende og andre frivillige krefter.;Ja;ELDREOMSORG, FAMILIE;PP;43
KrF;etablere flere ambulerende team for lindrende behandling som gir pasienter mulighet til å være hjemme i livets sluttfase.;Ja;ELDREOMSORG, HELSEVESEN;PP;10
KrF;sikre nok ressurser til helsevesenet, slik at det er mulig å gi aktiv livshjelp til personer i avslutningsfasen av livet.;Ja;ELDREOMSORG, HELSEVESEN;PP;10
KrF;styrke rehabiliteringstilbudet for eldre etter sykdom, slik at den enkelte kan få funksjonsevnen tilbake og selv kan klare dagligdagse gjøremål.;Ja;ELDREOMSORG, HELSEVESEN;PP;30
KrF;ha en sterkere vektlegging av omsorg ved livets slutt i grunn- og videreutdanning av helsepersonell.;Ja;ELDREOMSORG, HØGSKOLER;PP;10
KrF;at kommuneøkonomien må styrkes slik at kommunene kan ivareta nye oppgaver innen eldreomsorgen.;Ja;ELDREOMSORG, KOMMUNER;PP;30
KrF;opprette flere hele legestillinger for sykehjemmene i kommunene.;Ja;ELDREOMSORG, KOMMUNER;PP;30
KrF;at kommunene skal gis faglige og økonomiske midler for å ta imot utskrivningsklare pasienter fra sykehusene.;Ja;ELDREOMSORG, KOMMUNER;PP;30
KrF;legge til rette for at beboere på alders- og sykehjem skal få gode og jevnlige kulturopplevelser blant annet ved utvidelse av ”den kulturelle spaserstokken”.;Ja;ELDREOMSORG, KULTUR;PP;30
A;Utvide den kulturelle spaserstokken til også å gjelde friske og opplagte seniorer.;Ja;ELDREOMSORG, KULTUR;PP;52
Frp;innføre krav om vandelsattest for omsorgspersonel i eldreomsorgen;Nei ;ELDREOMSORG, SYKEPERSONEL ;pp;47
KrF;at beboere på alders- og sykehjem skal ha mulighet for og tilbud om noen å snakke med om åndelige og eksistensielle spørsmål (prestetjeneste m.m.).;Nei;ELDREOMSORG, TROSSAMFUNN;PP;30
A;Bidra til flere fjernvarmeanlegg og biokraftanlegg gjennom støtteordninger og effektiv konsesjonsbehandling.;Ja;ELEKTRISITET;PP;34
A;Arbeide for et grønt sertifikatmarked som omfatter Sverige og på sikt også de øvrige nordiske og europeiske landene.;Ja;ELEKTRISITET;PP;34
A;Vurdere forenklinger i regelverket for konsesjonsbehandling.;Ja;ELEKTRISITET;PP;34
A;Utarbeide en nasjonal strategi for energieffektivisering.;Nei;ELEKTRISITET;PP;34
A;At de gitte konsesjoner for gasskraft skal stå ved lag. Nye konsesesjoner skal basere seg på CO2-fjerning.;Nei;ELEKTRISITET;PP;34
V;Derfor vil Venstre …Øke energieffektiviteten i el-nettet og kraftproduksjonen med 20 prosent innen 2020.;Nei;ELEKTRISITET, MILJØVERN, ;PP;13
V;Derfor vil Venstre …Stimulere til utskifting av gamle turbiner i vannkraftverk med nye turbiner og ny teknologi.;Ja ;ELEKTRISK, MILJØVERN, ;PP;13
A;Fortsette å skaffe til veie ny kraft gjennom Enova og ny nettutbygging, og så langt som mulig innenfor EØS-regelverket, utvikle garanti- og finansordninger for kraftkjøp til konsortium.;Ja;ENERGI;PP;27
A;Ha en betydelig økning av bevilgningene til vindkraft og andre fornybare energikilder. Disse skal ha rammebetingelser som er langsiktige og forutsigbare.;Ja;ENERGI;PP;34
A;Styrke innsatsen for å øke bruken av bioenergi;Ja;ENERGI;PP;34
A;Styrke kapasiteten i NVE.;Ja;ENERGI;PP;34
V;Derfor vil Venstre …Opprette et tilbud om en energisjekk av boligbygg.;Nei;ENERGI,  BOLIGSAKER, MILJØVERN;PP;12
V;Venstre vil gjennom sterk satsing på fornybar energi sikre at Norge likevel opprettholder sin posisjon som energinasjon.;Ja ;ENERGI, MILJØVERN;PP;12
V;Derfor vil Venstre …Styrke vilkårene for utbygging av fjernvarme betydelig.;Ja ;ENERGI, MILJØVERN;PP;12
V;Derfor vil Venstre …Trappe opp satsingen på det nylig etablerte lavenergiprogrammet.;Ja ;ENERGI, MILJØVERN;PP;12
V;Derfor vil Venstre …Innføre «grønne sertifikater», eller tilsvarende ordninger, som sikrer investering i ny fornybar energiproduksjon, inkludert varme.;Nei;ENERGI, MILJØVERN;PP;13
V;Derfor vil Venstre …Øke grunnfondet for fornybar energi og energieffektivisering fra 20 til 40 milliarder.;Nei;ENERGI, MILJØVERN;PP;13
V;"Derfor vil Venstre …At det knyttes krav om investering i ny fornybar energi ved konsesjonstildeling på sokkelen";Ja ;ENERGI, MILJØVERN, PETROLEUMSSEKTOR;PP;13
V;Derfor vil Venstre …At offentlige nybygg skal ha lavere energiforbruk enn de til enhver tid gjeldende energikrav.;Ja ;ENERGI, MILØVERN, BYGNINGSVESEN;PP;12
A;Fortsatt sikre hjemfallsinstituttet.;Nei;ENERGI, STATSBEDRIFTER;PP;26
A;Bidra til å utvikle de regionale kraftselskapene gjennom et langsiktig offentlig og regionalt eierskap.;Ja;ENERGI, STATSBEDRIFTER;PP;34
KrF;Utvide foreldrepermisjonen til 68 uker (16 måneder) som må benyttes innen barnet fyller 10 år. Permisjonen deles fritt, med unntak av 10 uker som er forbeholdt mor og 10 uker som er forbeholdt far.;Nei;FAMILIE;PP;14
KrF;endre permisjonsreglene, slik at man ikke mister uker av permisjonstiden ved fødsel før termin;Nei;FAMILIE;PP;13
KrF;innføre rett til dobbel foreldrepermisjon ved flerbarnsfødsler;Nei;FAMILIE;PP;13
KrF;øke kontantstøtten til 5 000 kroner pr måned for ettåringene og 4 000 kroner pr måned for toåringene. På sikt bør kontantstøtten utgjøre 50 prosent av kostnadene ved drift av barnehageplass for barn under 3 år;Nei;FAMILIE;PP;13
KrF;at sjablongsystemet for trekk i kontantstøtten må endres, slik at en dag med barnehage utgjør en dag med trekk i kontantstøtten;Nei;FAMILIE;PP;13
KrF;at alle nygifte, samt førstegangsforeldre skal få tilbud om gratis samlivskurs;Nei;FAMILIE;PP;13
KrF;ha økt kapasitet, tilgjengelighet og kompetanse ved familievernkontorene;Ja;FAMILIE;PP;14
KrF;styrke finansiering av de kirkelige og de offentlige familievernkontorene, og ivareta de kirkelige familievernkontorenes egenart;Ja;FAMILIE;PP;14
KrF;sikre Samlivssenteret ved Modum Bad og andre tilsvarende sentra;Ja;FAMILIE;PP;14
KrF;tilby foreldreveiledning til alle foreldre med tenåringer i 8. klasse, og styrke den ordinære foreldreveiledningen;Nei;FAMILIE;PP;14
KrF;at ekteskapsloven, adopsjonsloven, barneloven og bioteknologiloven skal bygge på prinsippet om at alle barn har rett til en mor og en far;Ja;FAMILIE;PP;14
KrF;arbeide for å sikre flertall for å endre den vedtatte ekteskapsloven, slik at den gamle lovens definisjon av ekteskap som en ordning mellom mann og kvinne gjenopprettes;Nei;FAMILIE;PP;15
KrF;øke innsatsen for å hindre vold i nære relasjoner og satse på forebyggende behandling for voldsutøvere;Ja;FAMILIE;PP;14
FrP;At kostnader ved samvær skal vektlegges ved beregning av barnebidrag.;Ja;FAMILIE;PP;43
A;Er imot konstantstøtten og vil gradvis avvikle denne når full barnehagedekning er oppnådd og alternative ordninger etablert.;Ja;FAMILIE;PP;37
A;Utvide foreldrepermisjonen til 48 uker med 100 prosent lønn, og at 14 av disse ukene skal forbeholdes far.;Nei;FAMILIE;PP;37
A;Styrke fars selvstendige permisjonsrettigheter. Hver av foreldrene skal gis foreldrepenger på basis av egen opptjening.;Ja;FAMILIE;PP ;37
A;Utrede hvordan ordningen med den to uker lange omsorgspermisjonen for far ved fødsel eller omsorgsovertakelse kan gjøres bedre.;Nei;FAMILIE;PP;37
A;Innføre tiltak mot samværssabotasje og manglende betaling av bidrag.;Ja;FAMILIE;PP;37
A;At adopsjonsstøtten skal knyttes til folketrygden og settes til 1 G.;Nei;FAMILIE;PP;37
A;Arbeide for å åpne for adopsjon fra flere land.;Ja;FAMILIE;PP;37
KrF;at rehabiliteringspenger og attføringspenger skal medregnes i opptjeningsgrunnlaget for foreldrepenger;Nei;FAMILIE, BARNETRYGD;PP;13
KrF;innføre søskenbonus, slik at kvinner kan beholde rettighetene til foreldrepenger selv om de ikke er i lønnet arbeid mellom foreldrepermisjonene;Nei;FAMILIE, BARNETRYGD;PP;13
KrF;ha økt satsing på samlivstiltak for familier med funksjonshemmede barn;Ja;FAMILIE, FUNKSJONSHEMMEDE;PP;14
KrF;at alle som får et barn med nedsatt funksjonsevne skal få tett oppfølging med nødvendig informasjon om hjelpetiltak og rettigheter gjennom en fast koordinator, gode avlastningsordninger og en ”foreldrepakke” (se faktaboks for utdyping).;Nei;FAMILIE, FUNKSJONSHEMMEDE;PP;17
KrF;styrke informasjonen og støtteapparatet for foreldre som venter et funksjonshemmet barn.;Ja;FAMILIE, FUNKSJONSHEMMEDE;PP;17
KrF;bekjempe vold og sikre finansiering til behandligstilbud for barn som utsettes for vold i nære relasjoner og for mennesker som utøver vold.;Ja;FAMILIE, HELSEVESEN;PP;16
KrF;ha økt satsing på foreldreveiledning for minoritetsfamilier;Ja;FAMILIE, INNVANDRERE;PP;14
KrF;at selvstendig næringsdrivende må få like gode rettigheter i forbindelse med svangerskap og fødsel som lønnsmottaker;Nei;FAMILIE, NÆRINGSLIV;PP;13
A;At barn og unge som har foreldre med rusproblemer fanges bedre opp ved helsestasjoner, barnehager og skoler. Disse må gis tilstrekkelig kunnskap til å følge opp i forhold til barna og deres familier.;Ja;FAMILIE, RUSMIDLER;PP;42
A;Følge opp pårørende til rusavhengige bedre.;Ja;FAMILIE, RUSMIDLER;PP;42
